country,year,population,life_expectancy_tidy,gni_per_capita_tidy
Venezuela,1803,936k,32.2,
Vietnam,1803,4.31M,32.0,
Vanuatu,1803,27.8k,24.3,
Samoa,1803,47.3k,25.4,
Yemen,1803,2.59M,23.4,
South Africa,1803,1.46M,33.5,
Zambia,1803,782k,32.6,
Zimbabwe,1803,1.09M,33.7,
Afghanistan,1804,3.28M,28.2,
Angola,1804,1.57M,27.0,
Albania,1804,407k,35.4,
Andorra,1804,2650,35.4,
United Arab Emirates,1804,40.2k,30.7,
Argentina,1804,479k,33.2,
Armenia,1804,413k,34.0,
Antigua and Barbuda,1804,37k,33.5,
Australia,1804,222k,34.0,
Austria,1804,3.07M,34.4,
Azerbaijan,1804,880k,29.2,
Burundi,1804,899k,31.5,
Belgium,1804,3.29M,40.0,
Benin,1804,637k,31.0,
Burkina Faso,1804,1.67M,29.2,
Bangladesh,1804,19.3M,25.5,
Bulgaria,1804,2.24M,36.0,
Bahrain,1804,64.5k,30.3,
Bahamas,1804,27.4k,35.2,
Bosnia and Herzegovina,1804,852k,35.1,
Belarus,1804,2.36M,36.2,
Belize,1804,25.5k,26.5,
Bolivia,1804,926k,33.0,
Brazil,1804,2.81M,32.0,
Barbados,1804,81.7k,32.1,
Brunei,1804,2260,29.2,
Bhutan,1804,392k,28.8,
Botswana,1804,119k,33.6,
Central African Republic,1804,479k,30.0,
Canada,1804,551k,39.0,
Switzerland,1804,1.79M,38.0,
Chile,1804,771k,32.0,
China,1804,336M,32.0,
Cote d'Ivoire,1804,1.09M,31.2,
Cameroon,1804,1.86M,28.8,
"Congo, Dem. Rep.",1804,5.16M,31.6,
"Congo, Rep.",1804,314k,32.7,
Colombia,1804,1.21M,32.0,
Comoros,1804,56.3k,32.1,
Cape Verde,1804,55.7k,33.8,
Costa Rica,1804,54.9k,30.2,
Cuba,1804,366k,32.7,
Cyprus,1804,184k,38.5,
Czech Republic,1804,5.52M,35.0,
Germany,1804,19.2M,38.4,
Djibouti,1804,22.8k,29.9,
Dominica,1804,19.9k,29.9,
Denmark,1804,1.03M,42.8,
Dominican Republic,1804,135k,29.9,
Algeria,1804,2.54M,28.8,
Ecuador,1804,500k,32.9,
Egypt,1804,3.63M,33.0,
Eritrea,1804,205k,30.2,
Spain,1804,11.6M,29.5,
Estonia,1804,334k,34.4,
Ethiopia,1804,12M,29.7,
Finland,1804,863k,35.9,
Fiji,1804,131k,26.1,
France,1804,29.4M,29.4,
"Micronesia, Fed. Sts.",1804,16.4k,26.7,
Gabon,1804,158k,30.6,
United Kingdom,1804,11.2M,41.4,
Georgia,1804,1.07M,31.9,
Ghana,1804,2.02M,28.0,
Guinea,1804,984k,29.5,
Gambia,1804,103k,28.8,
Guinea-Bissau,1804,218k,32.0,
Equatorial Guinea,1804,80.4k,29.8,
Greece,1804,2.26M,36.6,
Grenada,1804,29.4k,31.4,
Guatemala,1804,488k,25.8,
Guyana,1804,166k,31.1,
"Hong Kong, China",1804,20k,34.9,
Honduras,1804,131k,33.9,
Holy See,1804,905,,
Croatia,1804,1.23M,36.1,
Haiti,1804,538k,29.0,
Hungary,1804,3.41M,36.0,
Indonesia,1804,16.3M,30.0,
India,1804,202M,23.5,
Ireland,1804,5.58M,38.3,
Iran,1804,6.11M,25.6,
Iraq,1804,1.02M,31.2,
Iceland,1804,61.4k,24.8,
Israel,1804,210k,32.0,
Italy,1804,19.2M,29.7,
Jamaica,1804,318k,34.2,
Jordan,1804,203k,31.7,
Japan,1804,28.6M,36.4,
Kazakhstan,1804,2.04M,26.2,
Kenya,1804,2.63M,25.5,
Kyrgyz Republic,1804,530k,23.9,
Cambodia,1804,2.09M,35.0,
Kiribati,1804,17.9k,24.9,
St. Kitts and Nevis,1804,17.2k,24.9,
South Korea,1804,9.39M,25.8,
Kuwait,1804,81.3k,26.0,
Lao,1804,470k,31.9,
Lebanon,1804,306k,29.7,
Liberia,1804,314k,31.1,
Libya,1804,231k,33.1,
St. Lucia,1804,24k,28.0,
Liechtenstein,1804,5800,,
Sri Lanka,1804,1.63M,32.6,
Lesotho,1804,276k,32.8,
Lithuania,1804,779k,28.9,
Luxembourg,1804,127k,36.9,
Latvia,1804,591k,33.0,
Morocco,1804,2.54M,33.1,
Monaco,1804,7790,33.1,
Moldova,1804,713k,33.1,
Madagascar,1804,1.53M,30.5,
Maldives,1804,42.4k,32.6,
Mexico,1804,5.37M,26.9,
Marshall Islands,1804,5830,26.9,
North Macedonia,1804,392k,36.1,
Mali,1804,1.4M,26.4,
Malta,1804,134k,28.7,
Myanmar,1804,5.39M,30.8,
Montenegro,1804,127k,35.4,
Mongolia,1804,604k,31.8,
Mozambique,1804,2.02M,30.3,
Mauritania,1804,383k,32.0,
Mauritius,1804,66k,28.7,
Malawi,1804,803k,30.3,
Malaysia,1804,287k,30.6,
Namibia,1804,217k,32.4,
Niger,1804,853k,30.8,
Nigeria,1804,12.1M,30.4,
Nicaragua,1804,186k,25.4,
Netherlands,1804,2.02M,39.9,
Norway,1804,894k,40.5,
Nepal,1804,3.98M,32.8,
Nauru,1804,1830,32.8,
New Zealand,1804,174k,34.0,
Oman,1804,304k,32.3,
Pakistan,1804,13.2M,25.8,
Panama,1804,77.8k,32.9,
Peru,1804,1.28M,35.7,
Philippines,1804,2.26M,30.9,
Palau,1804,3880,30.9,
Papua New Guinea,1804,755k,31.5,
Poland,1804,9.27M,35.9,
North Korea,1804,4.34M,26.0,
Portugal,1804,2.85M,35.6,
Paraguay,1804,259k,35.5,
Palestine,1804,166k,32.1,
Qatar,1804,14.1k,30.8,
Romania,1804,5.67M,35.7,
Russia,1804,31.3M,29.6,
Rwanda,1804,928k,31.8,
Saudi Arabia,1804,2.02M,32.1,
Sudan,1804,4.02M,31.4,
Senegal,1804,1.01M,25.2,
Singapore,1804,30k,29.1,
Solomon Islands,1804,57k,25.1,
Sierra Leone,1804,794k,25.1,
El Salvador,1804,211k,28.7,
San Marino,1804,5490,28.7,
Somalia,1804,991k,29.4,
Serbia,1804,2.15M,35.5,
South Sudan,1804,1.03M,26.7,
Sao Tome and Principe,1804,22.7k,31.0,
Suriname,1804,80.7k,32.9,
Slovak Republic,1804,2.14M,36.4,
Slovenia,1804,470k,36.6,
Sweden,1804,2.46M,39.7,
Eswatini,1804,84.2k,32.3,
Seychelles,1804,12.5k,37.0,
Syria,1804,1.27M,31.1,
Chad,1804,1.46M,30.9,
Togo,1804,446k,31.3,
Thailand,1804,3.28M,30.4,
Tajikistan,1804,467k,24.2,
Turkmenistan,1804,367k,24.0,
Timor-Leste,1804,137k,28.9,
Tonga,1804,18.6k,28.2,
Trinidad and Tobago,1804,24.9k,32.9,
Tunisia,1804,814k,28.8,
Turkey,1804,9.82M,35.0,
Tuvalu,1804,2500,35.0,
Taiwan,1804,2M,28.3,
Tanzania,1804,3M,32.2,
Uganda,1804,2.41M,25.3,
Ukraine,1804,11.2M,36.6,
Uruguay,1804,55k,32.9,
United States,1804,6.47M,39.4,
Uzbekistan,1804,1.92M,26.9,
St. Vincent and the Grenadines,1804,25.8k,26.0,
Venezuela,1804,916k,32.2,
Vietnam,1804,4.41M,32.0,
Vanuatu,1804,27.8k,24.3,
Samoa,1804,47.3k,25.4,
Yemen,1804,2.59M,23.4,
South Africa,1804,1.47M,33.5,
Zambia,1804,794k,32.6,
Zimbabwe,1804,1.09M,33.7,
Afghanistan,1805,3.28M,28.2,
Angola,1805,1.57M,27.0,
Albania,1805,409k,35.4,
Andorra,1805,2650,35.4,
United Arab Emirates,1805,40.2k,30.7,
Argentina,1805,466k,33.2,
Armenia,1805,413k,34.0,
Antigua and Barbuda,1805,37k,33.5,
Australia,1805,227k,34.0,
Austria,1805,3.09M,34.4,
Azerbaijan,1805,880k,29.2,
Burundi,1805,899k,31.5,
Belgium,1805,3.3M,40.0,
Benin,1805,637k,31.0,
Burkina Faso,1805,1.67M,29.2,
Bangladesh,1805,19.4M,25.5,
Bulgaria,1805,2.23M,36.0,
Bahrain,1805,64.5k,30.3,
Bahamas,1805,27.4k,35.2,
Bosnia and Herzegovina,1805,852k,35.1,
Belarus,1805,2.36M,36.2,
Belize,1805,25.5k,26.5,
Bolivia,1805,936k,33.0,
Brazil,1805,2.9M,32.0,
Barbados,1805,81.7k,32.1,
Brunei,1805,2260,29.2,
Bhutan,1805,392k,28.8,
Botswana,1805,119k,33.6,
Central African Republic,1805,479k,30.0,
Canada,1805,565k,39.0,
Switzerland,1805,1.81M,38.0,
Chile,1805,771k,32.0,
China,1805,338M,32.0,
Cote d'Ivoire,1805,1.09M,31.2,
Cameroon,1805,1.86M,28.8,
"Congo, Dem. Rep.",1805,5.16M,31.6,
"Congo, Rep.",1805,314k,32.7,
Colombia,1805,1.21M,32.0,
Comoros,1805,56.3k,32.1,
Cape Verde,1805,55.7k,33.8,
Costa Rica,1805,55.3k,30.2,
Cuba,1805,394k,32.9,
Cyprus,1805,184k,38.5,
Czech Republic,1805,5.52M,35.0,
Germany,1805,19.5M,38.4,
Djibouti,1805,22.8k,29.9,
Dominica,1805,19.9k,29.9,
Denmark,1805,1.04M,43.0,
Dominican Republic,1805,132k,29.9,
Algeria,1805,2.55M,28.8,
Ecuador,1805,500k,32.9,
Egypt,1805,3.66M,33.0,
Eritrea,1805,205k,30.2,
Spain,1805,11.7M,29.5,
Estonia,1805,334k,33.9,
Ethiopia,1805,12M,29.7,
Finland,1805,880k,39.8,
Fiji,1805,132k,26.1,
France,1805,29.5M,34.9,
"Micronesia, Fed. Sts.",1805,16.4k,26.7,
Gabon,1805,158k,30.6,
United Kingdom,1805,11.3M,42.3,
Georgia,1805,1.07M,31.9,
Ghana,1805,2.02M,28.0,
Guinea,1805,984k,29.6,
Gambia,1805,103k,28.8,
Guinea-Bissau,1805,218k,32.0,
Equatorial Guinea,1805,80.4k,29.8,
Greece,1805,2.27M,36.6,
Grenada,1805,29.4k,31.4,
Guatemala,1805,494k,25.8,
Guyana,1805,166k,31.1,
"Hong Kong, China",1805,20k,34.9,
Honduras,1805,131k,33.9,
Holy See,1805,905,,
Croatia,1805,1.23M,36.1,
Haiti,1805,548k,29.0,
Hungary,1805,3.45M,36.0,
Indonesia,1805,16.3M,30.0,
India,1805,203M,25.4,
Ireland,1805,5.66M,38.3,
Iran,1805,6.14M,25.6,
Iraq,1805,1.02M,31.2,
Iceland,1805,61.4k,30.9,
Israel,1805,210k,32.0,
Italy,1805,19.3M,29.7,
Jamaica,1805,323k,34.2,
Jordan,1805,204k,31.7,
Japan,1805,28.7M,36.4,
Kazakhstan,1805,2.04M,26.2,
Kenya,1805,2.64M,25.5,
Kyrgyz Republic,1805,530k,23.9,
Cambodia,1805,2.09M,35.0,
Kiribati,1805,17.9k,24.9,
St. Kitts and Nevis,1805,17.2k,24.9,
South Korea,1805,9.39M,25.8,
Kuwait,1805,81.3k,26.0,
Lao,1805,470k,31.9,
Lebanon,1805,308k,29.7,
Liberia,1805,314k,31.1,
Libya,1805,231k,33.1,
St. Lucia,1805,24k,28.0,
Liechtenstein,1805,5800,,
Sri Lanka,1805,1.6M,32.6,
Lesotho,1805,276k,32.8,
Lithuania,1805,779k,28.9,
Luxembourg,1805,127k,36.9,
Latvia,1805,591k,33.0,
Morocco,1805,2.55M,33.1,
Monaco,1805,7790,33.1,
Moldova,1805,713k,33.1,
Madagascar,1805,1.54M,30.5,
Maldives,1805,42.4k,32.6,
Mexico,1805,5.44M,26.9,
Marshall Islands,1805,5830,26.9,
North Macedonia,1805,392k,36.1,
Mali,1805,1.4M,26.4,
Malta,1805,134k,28.7,
Myanmar,1805,5.25M,30.8,
Montenegro,1805,127k,35.4,
Mongolia,1805,605k,31.8,
Mozambique,1805,2.02M,30.3,
Mauritania,1805,383k,32.0,
Mauritius,1805,67.8k,28.7,
Malawi,1805,820k,30.3,
Malaysia,1805,287k,30.6,
Namibia,1805,214k,32.4,
Niger,1805,853k,30.8,
Nigeria,1805,12.1M,30.4,
Nicaragua,1805,186k,25.4,
Netherlands,1805,2.02M,39.9,
Norway,1805,892k,44.3,
Nepal,1805,3.97M,32.8,
Nauru,1805,1830,32.8,
New Zealand,1805,168k,34.0,
Oman,1805,304k,32.3,
Pakistan,1805,13.2M,25.8,
Panama,1805,78.4k,32.9,
Peru,1805,1.28M,35.7,
Philippines,1805,2.2M,30.9,
Palau,1805,3880,30.9,
Papua New Guinea,1805,755k,31.5,
Poland,1805,9.34M,35.9,
North Korea,1805,4.34M,26.0,
Portugal,1805,2.88M,35.6,
Paraguay,1805,249k,35.5,
Palestine,1805,166k,32.1,
Qatar,1805,14.1k,30.8,
Romania,1805,5.71M,35.7,
Russia,1805,31.3M,29.6,
Rwanda,1805,928k,31.8,
Saudi Arabia,1805,2.02M,32.1,
Sudan,1805,4.02M,31.4,
Senegal,1805,1.01M,25.2,
Singapore,1805,30k,29.1,
Solomon Islands,1805,57k,25.1,
Sierra Leone,1805,794k,25.1,
El Salvador,1805,202k,28.7,
San Marino,1805,5490,28.7,
Somalia,1805,991k,29.4,
Serbia,1805,2.15M,35.5,
South Sudan,1805,1.03M,26.7,
Sao Tome and Principe,1805,22.7k,31.0,
Suriname,1805,80.7k,32.9,
Slovak Republic,1805,2.14M,36.4,
Slovenia,1805,470k,36.6,
Sweden,1805,2.45M,41.0,
Eswatini,1805,83.8k,32.3,
Seychelles,1805,12.5k,37.0,
Syria,1805,1.27M,31.1,
Chad,1805,1.46M,30.9,
Togo,1805,446k,31.3,
Thailand,1805,3.35M,30.4,
Tajikistan,1805,467k,24.2,
Turkmenistan,1805,367k,24.0,
Timor-Leste,1805,137k,28.9,
Tonga,1805,18.6k,28.2,
Trinidad and Tobago,1805,26.3k,32.9,
Tunisia,1805,818k,28.8,
Turkey,1805,9.84M,35.0,
Tuvalu,1805,2500,35.0,
Taiwan,1805,2M,28.3,
Tanzania,1805,3M,32.2,
Uganda,1805,2.39M,25.3,
Ukraine,1805,11.2M,36.6,
Uruguay,1805,55k,32.9,
United States,1805,6.59M,39.4,
Uzbekistan,1805,1.92M,26.9,
St. Vincent and the Grenadines,1805,25.8k,26.0,
Venezuela,1805,896k,32.2,
Vietnam,1805,4.53M,32.0,
Vanuatu,1805,27.8k,24.3,
Samoa,1805,47.3k,25.4,
Yemen,1805,2.59M,23.4,
South Africa,1805,1.47M,33.5,
Zambia,1805,806k,32.6,
Zimbabwe,1805,1.09M,33.7,
Afghanistan,1806,3.28M,28.1,
Angola,1806,1.57M,27.0,
Albania,1806,411k,35.4,
Andorra,1806,2650,35.4,
United Arab Emirates,1806,40.2k,30.7,
Argentina,1806,453k,33.2,
Armenia,1806,413k,34.0,
Antigua and Barbuda,1806,37k,33.5,
Australia,1806,233k,34.0,
Austria,1806,3.11M,34.4,
Azerbaijan,1806,880k,29.2,
Burundi,1806,899k,31.5,
Belgium,1806,3.3M,40.0,
Benin,1806,637k,31.0,
Burkina Faso,1806,1.67M,29.2,
Bangladesh,1806,19.4M,25.5,
Bulgaria,1806,2.23M,36.1,
Bahrain,1806,64.5k,30.3,
Bahamas,1806,27.4k,35.2,
Bosnia and Herzegovina,1806,852k,35.1,
Belarus,1806,2.36M,36.2,
Belize,1806,25.5k,26.5,
Bolivia,1806,946k,33.0,
Brazil,1806,2.98M,32.0,
Barbados,1806,81.7k,32.1,
Brunei,1806,2260,29.2,
Bhutan,1806,392k,28.8,
Botswana,1806,118k,33.6,
Central African Republic,1806,479k,30.0,
Canada,1806,579k,39.0,
Switzerland,1806,1.82M,38.0,
Chile,1806,771k,32.0,
China,1806,339M,32.0,
Cote d'Ivoire,1806,1.09M,31.2,
Cameroon,1806,1.86M,28.8,
"Congo, Dem. Rep.",1806,5.16M,31.6,
"Congo, Rep.",1806,314k,32.7,
Colombia,1806,1.21M,32.0,
Comoros,1806,56.3k,32.1,
Cape Verde,1806,55.7k,33.8,
Costa Rica,1806,55.8k,30.2,
Cuba,1806,425k,33.0,
Cyprus,1806,185k,38.5,
Czech Republic,1806,5.52M,35.0,
Germany,1806,19.8M,38.4,
Djibouti,1806,22.8k,29.9,
Dominica,1806,19.9k,29.9,
Denmark,1806,1.04M,43.8,
Dominican Republic,1806,128k,29.9,
Algeria,1806,2.56M,28.8,
Ecuador,1806,500k,32.9,
Egypt,1806,3.7M,33.0,
Eritrea,1806,205k,30.2,
Spain,1806,11.7M,29.5,
Estonia,1806,334k,34.1,
Ethiopia,1806,12M,29.7,
Finland,1806,896k,38.8,
Fiji,1806,132k,26.1,
France,1806,29.7M,35.0,
"Micronesia, Fed. Sts.",1806,16.4k,26.7,
Gabon,1806,158k,30.6,
United Kingdom,1806,11.5M,43.2,
Georgia,1806,1.07M,31.9,
Ghana,1806,2.02M,28.0,
Guinea,1806,984k,29.6,
Gambia,1806,103k,28.8,
Guinea-Bissau,1806,218k,32.0,
Equatorial Guinea,1806,80.4k,29.8,
Greece,1806,2.27M,36.6,
Grenada,1806,29.4k,31.4,
Guatemala,1806,500k,25.8,
Guyana,1806,166k,31.1,
"Hong Kong, China",1806,20k,34.9,
Honduras,1806,131k,33.9,
Holy See,1806,905,,
Croatia,1806,1.23M,36.1,
Haiti,1806,558k,29.0,
Hungary,1806,3.5M,36.0,
Indonesia,1806,16.4M,30.0,
India,1806,203M,25.4,
Ireland,1806,5.75M,38.3,
Iran,1806,6.16M,25.6,
Iraq,1806,1.03M,31.2,
Iceland,1806,61.4k,45.8,
Israel,1806,210k,32.0,
Italy,1806,19.3M,29.7,
Jamaica,1806,327k,34.2,
Jordan,1806,205k,31.7,
Japan,1806,28.9M,36.4,
Kazakhstan,1806,2.04M,26.2,
Kenya,1806,2.66M,25.5,
Kyrgyz Republic,1806,530k,23.9,
Cambodia,1806,2.09M,35.0,
Kiribati,1806,17.9k,24.9,
St. Kitts and Nevis,1806,17.2k,24.9,
South Korea,1806,9.39M,25.8,
Kuwait,1806,81.3k,26.0,
Lao,1806,470k,31.9,
Lebanon,1806,309k,29.7,
Liberia,1806,314k,31.1,
Libya,1806,231k,33.1,
St. Lucia,1806,24k,28.0,
Liechtenstein,1806,5800,,
Sri Lanka,1806,1.57M,32.6,
Lesotho,1806,276k,32.8,
Lithuania,1806,779k,28.9,
Luxembourg,1806,127k,36.9,
Latvia,1806,591k,33.0,
Morocco,1806,2.56M,33.1,
Monaco,1806,7790,33.1,
Moldova,1806,713k,33.1,
Madagascar,1806,1.55M,30.5,
Maldives,1806,42.4k,32.6,
Mexico,1806,5.51M,26.9,
Marshall Islands,1806,5830,26.9,
North Macedonia,1806,392k,36.1,
Mali,1806,1.4M,26.4,
Malta,1806,134k,28.7,
Myanmar,1806,5.11M,30.8,
Montenegro,1806,127k,35.4,
Mongolia,1806,606k,31.8,
Mozambique,1806,2.03M,30.3,
Mauritania,1806,383k,32.0,
Mauritius,1806,69.8k,28.7,
Malawi,1806,838k,30.3,
Malaysia,1806,287k,30.6,
Namibia,1806,211k,32.4,
Niger,1806,853k,30.8,
Nigeria,1806,12.1M,30.4,
Nicaragua,1806,186k,25.4,
Netherlands,1806,2.03M,39.9,
Norway,1806,891k,43.8,
Nepal,1806,3.96M,32.8,
Nauru,1806,1830,32.8,
New Zealand,1806,162k,34.0,
Oman,1806,305k,32.3,
Pakistan,1806,13.3M,25.8,
Panama,1806,79k,32.9,
Peru,1806,1.28M,35.7,
Philippines,1806,2.14M,30.9,
Palau,1806,3880,30.9,
Papua New Guinea,1806,755k,31.5,
Poland,1806,9.41M,35.9,
North Korea,1806,4.34M,26.0,
Portugal,1806,2.9M,35.6,
Paraguay,1806,240k,35.5,
Palestine,1806,166k,32.1,
Qatar,1806,14.1k,30.8,
Romania,1806,5.75M,35.7,
Russia,1806,31.3M,29.6,
Rwanda,1806,928k,31.8,
Saudi Arabia,1806,2.03M,32.1,
Sudan,1806,4.03M,31.4,
Senegal,1806,1.01M,25.2,
Singapore,1806,30k,29.1,
Solomon Islands,1806,57k,25.1,
Sierra Leone,1806,794k,25.1,
El Salvador,1806,194k,28.7,
San Marino,1806,5490,28.7,
Somalia,1806,991k,29.4,
Serbia,1806,2.15M,35.5,
South Sudan,1806,1.04M,26.7,
Sao Tome and Principe,1806,22.7k,31.0,
Suriname,1806,80.7k,32.9,
Slovak Republic,1806,2.14M,36.4,
Slovenia,1806,470k,36.6,
Sweden,1806,2.44M,36.2,
Eswatini,1806,83.3k,32.3,
Seychelles,1806,12.5k,37.0,
Syria,1806,1.28M,31.1,
Chad,1806,1.47M,30.9,
Togo,1806,446k,31.3,
Thailand,1806,3.42M,30.4,
Tajikistan,1806,467k,24.2,
Turkmenistan,1806,367k,24.0,
Timor-Leste,1806,137k,28.9,
Tonga,1806,18.6k,28.2,
Trinidad and Tobago,1806,27.8k,32.9,
Tunisia,1806,822k,28.8,
Turkey,1806,9.85M,35.0,
Tuvalu,1806,2500,35.0,
Taiwan,1806,2M,28.3,
Tanzania,1806,3.01M,32.2,
Uganda,1806,2.37M,25.3,
Ukraine,1806,11.2M,36.6,
Uruguay,1806,55k,32.9,
United States,1806,6.72M,39.4,
Uzbekistan,1806,1.92M,26.9,
St. Vincent and the Grenadines,1806,25.8k,26.0,
Venezuela,1806,876k,32.2,
Vietnam,1806,4.64M,32.0,
Vanuatu,1806,27.8k,24.3,
Samoa,1806,47.3k,25.4,
Yemen,1806,2.59M,23.4,
South Africa,1806,1.48M,33.5,
Zambia,1806,818k,32.6,
Zimbabwe,1806,1.09M,33.7,
Afghanistan,1807,3.28M,28.1,
Angola,1807,1.57M,27.0,
Albania,1807,413k,35.4,
Andorra,1807,2650,35.4,
United Arab Emirates,1807,40.2k,30.7,
Argentina,1807,441k,33.2,
Armenia,1807,413k,34.0,
Antigua and Barbuda,1807,37k,33.5,
Australia,1807,239k,34.0,
Austria,1807,3.12M,34.4,
Azerbaijan,1807,880k,29.2,
Burundi,1807,899k,31.5,
Belgium,1807,3.31M,40.1,
Benin,1807,637k,31.0,
Burkina Faso,1807,1.67M,29.2,
Bangladesh,1807,19.5M,25.5,
Bulgaria,1807,2.23M,36.1,
Bahrain,1807,64.5k,30.3,
Bahamas,1807,27.4k,35.2,
Bosnia and Herzegovina,1807,852k,35.1,
Belarus,1807,2.36M,36.2,
Belize,1807,25.5k,26.5,
Bolivia,1807,956k,33.0,
Brazil,1807,3.07M,32.0,
Barbados,1807,81.7k,32.1,
Brunei,1807,2260,29.2,
Bhutan,1807,392k,28.8,
Botswana,1807,118k,33.6,
Central African Republic,1807,479k,30.0,
Canada,1807,594k,39.0,
Switzerland,1807,1.83M,38.0,
Chile,1807,771k,32.0,
China,1807,341M,32.0,
Cote d'Ivoire,1807,1.09M,31.2,
Cameroon,1807,1.86M,28.8,
"Congo, Dem. Rep.",1807,5.16M,31.6,
"Congo, Rep.",1807,314k,32.7,
Colombia,1807,1.21M,32.0,
Comoros,1807,56.3k,32.1,
Cape Verde,1807,55.7k,33.8,
Costa Rica,1807,56.3k,30.2,
Cuba,1807,458k,33.2,
Cyprus,1807,185k,38.5,
Czech Republic,1807,5.52M,35.0,
Germany,1807,20.2M,38.4,
Djibouti,1807,22.8k,29.9,
Dominica,1807,19.9k,29.9,
Denmark,1807,1.05M,42.6,
Dominican Republic,1807,125k,29.9,
Algeria,1807,2.56M,28.8,
Ecuador,1807,500k,32.9,
Egypt,1807,3.73M,33.0,
Eritrea,1807,205k,30.2,
Spain,1807,11.7M,29.5,
Estonia,1807,334k,34.3,
Ethiopia,1807,12M,29.7,
Finland,1807,914k,36.6,
Fiji,1807,132k,26.1,
France,1807,29.8M,34.2,
"Micronesia, Fed. Sts.",1807,16.4k,26.7,
Gabon,1807,158k,30.6,
United Kingdom,1807,11.6M,40.0,
Georgia,1807,1.07M,31.9,
Ghana,1807,2.02M,28.0,
Guinea,1807,984k,29.6,
Gambia,1807,103k,28.8,
Guinea-Bissau,1807,218k,32.0,
Equatorial Guinea,1807,80.4k,29.8,
Greece,1807,2.27M,36.6,
Grenada,1807,29.4k,31.4,
Guatemala,1807,507k,25.8,
Guyana,1807,166k,31.1,
"Hong Kong, China",1807,20k,34.9,
Honduras,1807,132k,33.9,
Holy See,1807,905,,
Croatia,1807,1.23M,36.1,
Haiti,1807,569k,29.0,
Hungary,1807,3.54M,36.0,
Indonesia,1807,16.4M,30.0,
India,1807,204M,25.4,
Ireland,1807,5.84M,38.3,
Iran,1807,6.19M,25.6,
Iraq,1807,1.03M,31.2,
Iceland,1807,61.4k,43.6,
Israel,1807,210k,32.0,
Italy,1807,19.4M,29.7,
Jamaica,1807,332k,34.2,
Jordan,1807,206k,31.7,
Japan,1807,29M,36.4,
Kazakhstan,1807,2.04M,26.2,
Kenya,1807,2.67M,25.5,
Kyrgyz Republic,1807,530k,23.9,
Cambodia,1807,2.09M,35.0,
Kiribati,1807,17.9k,24.9,
St. Kitts and Nevis,1807,17.2k,24.9,
South Korea,1807,9.39M,25.8,
Kuwait,1807,81.3k,26.0,
Lao,1807,470k,31.9,
Lebanon,1807,311k,29.7,
Liberia,1807,314k,31.1,
Libya,1807,231k,33.1,
St. Lucia,1807,24k,28.0,
Liechtenstein,1807,5800,,
Sri Lanka,1807,1.54M,32.6,
Lesotho,1807,276k,32.8,
Lithuania,1807,779k,28.9,
Luxembourg,1807,127k,36.9,
Latvia,1807,591k,33.0,
Morocco,1807,2.56M,33.1,
Monaco,1807,7790,33.1,
Moldova,1807,713k,33.1,
Madagascar,1807,1.56M,30.5,
Maldives,1807,42.4k,32.6,
Mexico,1807,5.58M,26.9,
Marshall Islands,1807,5830,26.9,
North Macedonia,1807,392k,36.1,
Mali,1807,1.4M,26.4,
Malta,1807,134k,28.7,
Myanmar,1807,4.97M,30.8,
Montenegro,1807,127k,35.4,
Mongolia,1807,607k,31.8,
Mozambique,1807,2.03M,30.3,
Mauritania,1807,383k,32.0,
Mauritius,1807,71.7k,28.7,
Malawi,1807,856k,30.3,
Malaysia,1807,287k,30.6,
Namibia,1807,209k,32.4,
Niger,1807,853k,30.8,
Nigeria,1807,12.1M,30.4,
Nicaragua,1807,186k,25.4,
Netherlands,1807,2.03M,39.9,
Norway,1807,889k,41.8,
Nepal,1807,3.96M,32.8,
Nauru,1807,1830,32.8,
New Zealand,1807,157k,34.0,
Oman,1807,306k,32.3,
Pakistan,1807,13.3M,25.8,
Panama,1807,79.5k,32.9,
Peru,1807,1.29M,35.7,
Philippines,1807,2.09M,30.9,
Palau,1807,3880,30.9,
Papua New Guinea,1807,755k,31.5,
Poland,1807,9.48M,35.9,
North Korea,1807,4.34M,26.0,
Portugal,1807,2.93M,35.6,
Paraguay,1807,231k,35.5,
Palestine,1807,166k,32.1,
Qatar,1807,14.1k,30.8,
Romania,1807,5.8M,35.7,
Russia,1807,31.3M,29.6,
Rwanda,1807,928k,31.8,
Saudi Arabia,1807,2.03M,32.1,
Sudan,1807,4.03M,31.4,
Senegal,1807,1.01M,25.2,
Singapore,1807,30k,29.1,
Solomon Islands,1807,57k,25.1,
Sierra Leone,1807,794k,25.1,
El Salvador,1807,186k,28.7,
San Marino,1807,5490,28.7,
Somalia,1807,992k,29.4,
Serbia,1807,2.15M,35.5,
South Sudan,1807,1.04M,26.7,
Sao Tome and Principe,1807,22.7k,31.0,
Suriname,1807,80.7k,32.9,
Slovak Republic,1807,2.14M,36.4,
Slovenia,1807,470k,36.6,
Sweden,1807,2.43M,38.8,
Eswatini,1807,82.9k,32.3,
Seychelles,1807,12.5k,37.0,
Syria,1807,1.28M,31.1,
Chad,1807,1.48M,30.9,
Togo,1807,446k,31.3,
Thailand,1807,3.5M,30.4,
Tajikistan,1807,467k,24.2,
Turkmenistan,1807,367k,24.0,
Timor-Leste,1807,137k,28.9,
Tonga,1807,18.6k,28.2,
Trinidad and Tobago,1807,29.4k,32.9,
Tunisia,1807,825k,28.8,
Turkey,1807,9.87M,35.0,
